age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
-0.084328756,-0.02593965,0.1465779,-0.13296433,0.15625888,0.025854101,0.07805636,-0.16165385,0.035021923,-0.0022884347,0.07022774,0.050555866,-0.06354366,-0.16032803
-0.09130569,-0.0064226575,-0.2087944,0.06567964,-0.07349419,-0.019389091,0.21162027,-0.17052099,0.10648237,-0.13776433,0.018490884,0.24912131,-0.012698097,0.06183803
-0.048075177,0.11997387,0.010411074,-0.029155832,-0.042225868,0.036456056,0.16623217,-0.0026191995,-0.026215207,-0.052388802,0.007710278,0.043413397,-0.052257165,0.049990796
0.08334177,-0.0018847138,-0.09105298,-0.10651767,-0.0983847,0.21705781,0.13680778,0.13186938,-0.05744495,-0.03840021,-0.1758343,0.10494557,-0.075004816,0.05659333
0.027533466,0.054702934,0.0019947086,-0.19652809,0.10577131,0.05867199,0.20313969,-0.16652924,0.052089725,-0.1292701,0.034096587,0.07388139,-0.09644111,-0.025204597
-0.09417284,0.16760446,0.09819285,0.024418343,-0.0631338,0.02363948,0.11978634,-0.16845965,0.06373121,-0.106367,0.07778497,0.10356981,-0.053850062,-0.23636083
0.020652713,0.00074377283,-0.033760034,-0.1543347,0.14984718,0.12301135,0.13655528,-0.076957606,0.06385739,-0.24065474,0.09464258,0.18073247,-0.09647301,0.035602033
0.061177112,0.101532444,0.01607317,-0.11580847,0.038339615,0.03745049,0.26659566,-0.008533835,0.024462175,-0.034246176,-0.0924395,0.087660566,-0.17457066,-0.017691543
-0.110816166,0.12517136,0.027018921,-0.10842897,-0.093215205,0.084285855,-0.015963834,-0.18146694,0.04526664,0.19297573,-0.01884127,0.25815222,0.01864144,-0.10537887
0.034237526,-0.11981051,0.07767771,0.02962635,0.06059912,0.010296231,0.20169917,-0.13829446,0.066933066,-0.1151287,0.09402765,0.13377978,0.037750103,-0.031471483
0.10805612,-0.018532798,-0.11106153,-0.06642935,0.025631681,0.17108396,0.23822765,-0.08503172,-0.028382007,-0.095063716,0.0552396,0.1218177,-0.00483609,-0.12770036
-0.15874812,0.04989029,0.109310016,-0.12366499,0.042413637,-0.03495963,0.22320634,-0.1368427,0.17284603,-0.1497033,0.052074943,0.09328351,-0.13424967,0.06283896
-0.03129577,-0.032068145,-0.026674626,-0.05927619,0.07231248,0.18705514,0.24247941,-0.16422483,0.091888845,-0.00453767,0.06013636,0.20951976,-0.10067432,0.023452917
-0.0967979,0.1045457,0.013433173,-0.15099151,-0.10389163,-0.096878946,0.21299562,-0.2321094,0.1264172,0.026823193,-0.13348742,0.22671667,-0.12900795,0.20326209
0.13536242,0.045754936,-0.034664556,-0.065307215,0.09787572,0.116913795,0.09085319,-0.22567272,0.033401247,-0.31695783,0.056801427,0.08668113,-0.09393004,-0.0692573
-0.029692125,0.05515982,0.052971877,-0.0043392703,-0.123795755,0.11379026,0.08982299,0.031091709,0.22139898,0.0040914193,-0.037542835,0.15065835,0.027396621,-0.16391246
-0.025160084,0.055329707,-0.029038643,-0.14936459,-0.048811324,0.14058618,0.17438737,-0.12301641,0.038378563,-0.027549796,-0.0039627813,0.1902402,-0.027985593,-0.12780617
-0.12934461,0.071139455,0.073193856,-0.10967854,-0.07682106,-0.007978117,0.16865091,-0.100100674,0.10807523,-0.011791613,-0.115983516,0.031788338,-0.07917708,0.06576121
0.08063896,-0.0044897087,0.06332158,0.15838103,-0.049165342,0.11300245,0.20574395,-0.24751464,0.16203831,-0.18897723,0.1816851,0.15525325,-0.012384007,0.08949638
-0.109404124,0.15435302,-0.07364187,-0.042875465,-0.018116608,0.058317013,0.06480788,-0.20771453,0.041194532,0.089514896,0.017430399,0.18062474,0.013881149,0.06465427
-0.10337233,0.102636114,-0.12033382,0.012005109,-0.121708624,0.15797743,0.040215336,-0.27858183,0.13536963,0.041006267,0.072139755,0.24372868,0.015475238,-0.21078229
-0.105146214,0.08391321,0.0708948,0.066863805,0.14930622,-0.0330507,0.18516922,-0.06250083,0.043239046,-0.15032887,-0.0032519437,0.16578309,0.052673377,0.029100938
0.0035796221,0.06849508,-0.15239188,-0.14472976,0.21905181,0.2415981,0.1535696,-0.038662754,0.008266967,-0.009578884,0.051231254,0.13355288,-0.05797352,0.06822655
-0.058646373,0.05145299,-0.12878127,0.08725293,-0.009822206,0.17043692,0.25445008,-0.3267051,0.06454399,-0.10798198,0.21002969,0.10451754,-0.036253713,-0.032581866
0.04075028,-0.0893089,-0.13070017,0.021490324,0.15113269,0.14823285,0.16834721,-0.005008839,-0.11693424,-0.14304739,0.04794346,0.25224444,-0.056629036,-0.12541772
-0.05201778,0.08706029,0.16030715,0.02263135,-0.15882687,-0.00967454,0.19670926,-0.18193123,0.15310708,-0.11005185,0.10672368,0.018732976,-0.03752225,-0.09809851
-0.062466428,0.26430273,0.106263176,0.054187577,-0.15474361,-0.057994545,0.20689493,-0.14755684,0.14111444,-0.062590934,-0.060409486,0.080355205,-0.08379586,0.11028186
-0.007363012,0.008215539,0.21331246,-0.022980567,0.033433266,0.014497949,0.2892474,-0.14071396,0.021793999,-0.05101812,-0.060763493,0.20834807,0.059175044,0.13875562
-0.00997377,0.035477202,0.22268274,-0.05547523,-0.019642703,0.09301405,0.213765,-0.17083767,0.123246565,-0.23922901,0.10778606,0.062159393,-0.10012177,0.17091845
-0.08703043,0.12876892,0.037813596,-0.04410999,-0.11425953,0.13886562,0.03350629,-0.044857256,0.06680198,0.067523755,-0.1418162,0.15857145,-0.076290816,-0.106135115
-0.06979921,-0.064950034,0.13266626,0.13899438,0.039150372,-0.014569474,0.123032615,-0.14593363,-0.0060046837,-0.09811881,-0.0151064545,0.118209995,-0.16102351,0.049938515
0.16208375,-0.01943313,-0.038954847,-0.07138355,-0.13642019,0.105657786,0.032516282,-0.09495995,0.07952011,0.096504316,0.016599622,0.2320382,-0.023440456,-0.0363098
-0.123880066,0.16250587,-0.046781957,-0.18625574,-0.075574875,0.020101683,0.17619942,-0.09212705,0.04621997,-0.1507442,-0.0780237,0.12749827,-0.08654077,-0.068584
0.040204443,0.22795026,0.09944831,-0.110898346,-0.07189907,-0.124819905,0.16770732,0.07459451,0.20288959,-0.056897342,0.040749032,0.05546229,-0.14569382,0.031121343
0.01440897,0.19677445,0.022944095,-0.10112558,-0.027619682,0.2028465,-0.026528962,-0.17401534,0.03936338,0.13221923,0.13435979,0.23413284,-0.028317956,0.016793357
-0.12062546,0.10013749,0.1314919,-0.035009634,0.025566392,0.053483464,-0.0031549186,-0.05249118,0.030768257,-0.05364254,0.03645571,0.12806208,-0.11852622,-0.10343372
-0.05109638,0.13908081,0.07571096,0.09087323,-0.16362186,0.14722458,0.06503034,-0.15027899,-0.06227311,0.09727946,-0.0064349137,0.10449347,-0.11436545,0.09030272
0.09599989,0.0049165003,-0.12688224,0.019492239,-0.0045622755,0.1489008,0.059902027,-0.071198575,0.08444266,-0.14894593,-0.034746572,0.0807698,-0.09838209,-0.0746066
-0.19430408,0.19336902,0.13351366,-0.28065675,0.0567765,-0.055994473,0.35572675,0.01979203,0.03903248,-0.10453885,-0.07886745,0.13288218,0.030876825,-0.011119379
0.013897618,0.019377466,-0.015822252,-0.065083146,0.05067598,0.09652911,0.10289823,-0.028511219,-0.0005433522,0.045527175,0.009654243,0.124442935,0.011883657,-0.011568056
-0.069157265,0.040184643,0.21403974,-0.065341964,0.059425823,-0.06053915,0.17639624,-0.16530758,0.11524844,-0.13392238,0.09913395,0.0341009,-0.0071474295,0.05839669
-0.08077141,-0.01754222,0.07815208,0.009825591,-0.02734536,0.114506066,0.0455133,-0.1708627,0.046614405,-0.067703,0.047220822,0.03177164,0.016696926,0.0003719721
-0.11778749,0.14827918,-0.00074591674,-0.051320557,0.14034884,-0.07904057,0.22053957,-0.09811545,0.10119,-0.1179788,-0.06432867,0.048775624,-0.15387905,0.10745049
0.02098451,0.06814858,0.09291276,-0.08004652,0.17457896,-0.027643012,0.16540585,-0.06321515,-0.043190587,-0.07098692,0.08240995,0.124130726,-0.04588081,-0.014958059
-0.1092376,-0.019321296,0.22181503,-0.0808052,0.16641073,0.05922018,0.09889574,-0.05500432,-0.011894491,0.00036350265,-0.22315271,0.10253489,-0.052133814,0.2019301
-0.15441439,0.29698643,0.22490977,-0.15555696,0.050008096,0.03981346,0.21192056,-0.012211058,-0.0072072744,0.044436134,0.03710175,-0.020112727,-0.056150757,0.021404717
-0.115713835,-0.09853962,-0.07067147,-0.0069247335,0.11903805,0.2070863,0.16914886,-0.047204874,0.09822583,-0.05698145,0.00042491034,0.13781211,-0.051006787,-0.12691432
-0.03512796,-0.012618599,0.12431959,-0.079983875,0.04699232,-0.09160384,0.18497893,-0.035107583,0.04291178,-0.24792314,-0.03482912,0.02842329,-0.1761886,0.0993365
0.13470207,0.00429089,-0.13475104,0.06238569,0.04369548,0.14108711,0.18655086,-0.17929655,0.1198854,-0.22577268,0.099454924,0.11901289,-0.1313215,-0.06625608
0.05320061,-0.048612967,-0.16071515,0.05705298,0.099519916,0.20811135,0.14459756,-0.057401977,0.007827532,-0.21737768,0.12343305,0.1985321,-0.02201276,-0.09702962
0.024329284,0.03588866,-0.07756611,0.18260737,-0.0067162,-0.1783876,0.19416693,-0.06901697,0.088595,-0.25184602,-0.008048397,0.055272322,-0.08998369,-0.05299648
-0.09738683,0.13030985,0.17710142,-0.09656228,-0.088492624,0.0074170697,0.26987058,-0.1107612,0.052494008,-0.081056416,-0.09341799,0.07555859,-0.15014194,0.029670877
-0.11618314,0.11222631,0.012995545,-0.07275219,-0.10357059,0.0862516,0.18133399,-0.13156065,0.07601273,0.05530584,0.10229239,0.15584163,0.11337708,-0.17047654
-0.00032216497,0.02819511,0.19037871,0.0075984877,0.030915938,0.097531736,0.030708201,-0.10356475,0.071008116,-0.03093987,-0.12493983,0.18534932,-0.023997633,-0.04941029
-0.18185884,0.015473422,0.03899665,-0.106489,-0.05020192,-0.12890181,0.24438852,-0.018207204,0.058108892,-0.06569782,0.008817483,0.03431699,-0.10409622,-0.00895681
0.06298714,0.0711699,-0.063376784,0.08622229,-0.04423598,0.057424948,0.13778424,-0.15352464,0.11192125,0.18396533,-0.14124057,0.20849417,-0.09085202,0.057574354
0.03607501,-0.0318049,-0.074810944,-0.013313506,0.0025834283,0.0747298,0.14973374,-0.19478571,0.17770582,-0.22134177,0.14987105,0.15538366,-0.03755357,0.008754704
-0.22043602,0.021890502,0.10939193,-0.21291475,0.15325888,-0.06407446,0.17337923,-0.16334373,0.02097394,-0.11810927,0.041674335,0.053341858,-0.13087206,0.055065572
-0.06695137,0.012148354,-0.0022839028,-0.04756752,0.089991026,-0.1886189,0.26723117,-0.03057567,0.050371934,-0.28291672,0.059917275,0.088310376,-0.099146046,0.052167818
0.107372336,-0.004837986,-0.046116084,0.014117446,-0.042989817,-0.020020759,0.14491302,-0.086000524,0.12331796,-0.078204945,-0.03732545,0.21940388,-0.0012073016,0.013493702
-0.09954544,0.06899096,0.10597896,-0.04114602,-0.14050499,-0.011064952,0.15898727,-0.2829856,0.054659303,-0.09655133,0.086151674,0.23676603,-0.10800767,-0.008654788
0.12450614,0.13295823,-0.03239972,-0.13449582,-0.06749001,0.098616794,0.22430056,0.07983641,0.12041068,-0.087465495,0.051389616,0.16442993,-0.036425665,-0.07856671
-0.0789184,0.008493789,-0.07124896,-0.033154506,0.0060917353,-0.091726676,0.13876823,-0.14262387,0.08920802,-0.15655565,0.05101994,0.09264468,-0.15920475,0.007223623
-0.086312644,0.12097818,0.21709207,0.035191067,-0.04671613,0.067330234,0.115916796,-0.21986929,0.013447728,-0.15304361,0.037481833,0.07399799,-0.16771336,0.05093976
-0.07508932,0.124395445,0.008884331,-0.115905985,-0.06965198,0.17297973,-0.020847159,-0.30404386,0.031780895,0.10051182,0.13851725,0.29218045,-0.040743798,0.02019457
-0.1314461,-0.050961483,0.0505145,-0.16568883,0.124343745,0.10656987,0.25025135,-0.0808868,0.03125717,-0.05398012,0.027531974,0.27712032,-0.14691289,0.07501779
-0.022920212,0.007427063,0.14540944,-0.16810872,0.03029798,-0.009209571,0.09813802,-0.020761978,0.05527499,-0.10517202,-0.11982916,0.13265811,-0.06384412,0.045497984
0.07954079,0.0065112375,0.020132404,0.028420124,0.017373573,-0.008266596,0.1383711,-0.07480237,0.221417,-0.19448286,0.052340996,0.26723966,-0.02179745,-0.0974076
-0.16452292,0.14056598,0.022838147,-0.09424855,-0.11956839,-0.010384072,0.12512785,-0.0851612,0.19215474,-0.08385653,-0.017653642,0.14555664,0.058635626,0.08376739
-0.17005627,0.082614586,0.07790557,-0.09557925,0.06933104,-0.03130752,0.2513269,-0.13317135,0.103459775,-0.1591233,-0.09699221,0.11586881,-0.03121494,0.01784824
-0.077601746,0.16302224,0.009661738,-0.18313001,-0.064441994,0.10318997,0.15217368,0.024406558,0.09048666,0.036387935,0.04118107,0.18796031,-0.080135286,0.0023400988
-0.12081016,0.027716104,0.046694413,-0.11092745,0.06612985,-0.021545758,0.23513378,-0.16552296,0.038497936,-0.11704413,-0.023413744,0.09142187,-0.026826171,0.076428
-0.17287289,0.062599644,-0.010015285,-0.12134266,-0.04368512,0.04002174,0.21307497,-0.04221745,0.060430888,-0.112297915,0.11723168,0.18492447,0.13524766,-0.13799353
0.11668373,-0.085000694,0.05949907,0.15854828,-0.04367356,0.11917199,0.071800575,-0.07060653,0.21082132,-0.26625517,0.007922027,0.165904,-0.042498857,-0.10316434
-0.12151975,0.024822216,0.15397629,-0.012320209,0.035675652,-0.02705572,0.15028487,-0.04732787,0.14159143,-0.08967822,0.029245205,0.120997205,-0.088035665,-0.16972214
0.058095224,0.02785882,-0.16402137,-0.057146106,0.07062136,0.17412235,0.20593324,-0.27240384,-0.03684749,-0.17585412,0.02416934,0.2364759,-0.09022789,0.021522654
-0.055408187,0.15676092,0.043937393,-0.109228075,0.061524138,0.0020054001,0.27223563,-0.048360936,0.10243879,-0.05781097,-0.15371478,0.15244226,-0.15542929,0.08262694
0.026925622,-0.061547466,-0.22135144,0.009856092,-0.043662317,0.086313255,0.18015838,-0.16528475,0.056494754,-0.2315408,0.0048411824,0.26086068,-0.13101256,-0.012820696
-0.0056934226,0.028874736,0.014415184,-0.1273727,0.09499752,-0.07748289,0.26461786,-0.011118442,0.07864019,-0.23127823,-0.06937271,0.13069913,-0.033624455,-0.007813608
-0.14088018,0.026017357,0.07327922,-0.11878121,-0.024763681,-0.024623504,0.27770507,-0.0031412356,-0.094747335,-0.13595551,-0.093870535,0.13184586,-0.10840629,0.10630009
0.09258332,0.06740831,-0.0029410925,0.15230222,-0.06816682,0.10554844,0.029354617,-0.115031786,0.21032947,-0.06614443,0.08637543,0.324325,-0.060268983,-0.07797169
-0.2324804,0.08820979,0.042788796,-0.1423303,-0.17730968,0.057029217,0.17064488,-0.13161236,0.11406934,0.14708236,0.010890517,0.3381293,0.039603718,-0.11023294
0.023673678,-0.032018095,0.16200161,0.014520567,-0.018042639,0.008911254,0.23775205,-0.052932516,0.010176789,-0.1604353,-0.022265505,0.03254957,-0.17030974,-0.08229614
-0.08219662,0.09041911,0.050567478,-0.14738868,-0.21008061,0.12676212,0.031068627,0.010258663,0.13763016,0.03403315,-0.012205526,0.23042543,0.067242764,-0.06514277
0.06991746,-0.028690442,-0.047800742,-0.104600236,-0.065422565,-0.012924409,0.14601932,-0.036465734,0.09142849,-0.29813597,0.1002187,0.20602576,-0.06898495,0.010820599
0.19654405,-0.03628037,-0.06176284,0.0016058199,0.023545157,0.08287273,0.20125358,-0.08340482,0.012777489,-0.20905201,-0.067979544,0.082878865,-0.15519808,-0.06979271
-0.10921184,0.02640536,-0.06954473,-0.12517373,-0.028394036,-0.011939941,0.027591474,-0.25119004,0.13308084,-0.20785557,-0.0017380677,0.3408993,-0.1741194,0.028755397
0.058387816,-0.015072182,-0.09220357,0.019129682,-0.038850043,0.05545252,0.23133832,-0.09580857,0.09689744,-0.1874628,0.066676095,0.25505838,0.05451381,-0.16989355
0.08906164,-0.058531307,-0.03321699,-0.052648585,-0.062862545,0.015758507,0.23431605,-0.090518035,0.10073742,-0.17756143,0.26806542,0.03008702,0.008524502,0.15627371
-0.011036051,0.009348411,-0.01329316,-0.15336625,-0.15126751,0.068612576,0.18543963,0.008026462,0.0031491704,-0.04527045,-0.057703417,0.12978253,-0.06596357,-0.058886237
0.038159028,0.075423226,0.13706906,-0.07971446,-0.030418303,0.030446885,0.05831878,-0.019061249,0.045009356,-0.046274547,0.042997394,0.20428471,-0.14275791,0.054618813
-0.15241319,0.38046718,0.21508695,-0.06050958,-0.039652098,0.010157576,0.08648889,-0.09478045,0.04894409,-0.012838621,-0.050167836,0.046340104,-0.07231184,-0.055953942
-0.17779738,0.07066268,0.15823276,-0.11305182,0.20508592,0.032595836,0.18085474,-0.045371212,0.12356697,-0.15148063,0.029151946,0.11528149,-0.054785866,0.023869945
0.033067092,-0.03168293,-0.16220802,-0.020672642,0.013009918,0.104927815,0.113982454,-0.037436597,0.01051414,-0.14911929,0.0106680095,0.25110334,-0.018333094,-0.013516752
0.08344781,-0.01169486,0.0074680876,-0.14577582,0.055259146,-0.062342092,0.2666474,-0.114020415,-0.07401698,-0.09096103,-0.12996277,0.07958275,-0.20584175,0.03860525
0.19505295,0.023030784,-0.002975149,-0.25187773,0.18518977,0.019602517,0.1788937,-0.06283623,-0.001346562,-0.11566083,-0.02019791,0.059522558,-0.007455673,-0.1569428
0.0976014,-0.060661413,0.03699982,0.111213505,-0.078856535,0.06581303,0.14527595,0.06542915,0.07352866,-0.20771189,-0.09366855,0.1859216,0.01466063,-0.040822476
0.040031523,-0.0021386407,0.05192119,-0.2568526,0.24252047,-0.068076864,0.22531268,-0.07945553,-0.049884025,-0.19235465,0.0919361,0.0049529346,-0.12126001,-0.073317304
-0.16485322,0.13309166,0.010162188,-0.016843174,0.05327286,0.18843609,0.1268279,-0.12622702,0.15615772,0.014433701,0.034512613,0.090429485,-0.02383584,-0.018348182
-0.15739688,0.014030781,-0.009978609,-0.13945906,0.100853644,-0.17299345,0.33420858,-0.13270065,0.020288885,-0.115523584,-0.0058158226,0.0052781673,-0.12159482,0.05131358
0.062141903,0.10563117,-0.07440935,-0.08575499,-0.019526705,0.23096839,0.00031286478,-0.07113519,0.0064349994,0.007593289,0.016004797,0.20724727,-0.11485245,0.022630295
-0.036322907,0.15051194,0.08547018,-0.051526275,-0.12403394,0.120223135,0.093658924,-0.26457688,-0.020198423,-0.07490879,0.07869734,0.13119663,-0.13964757,-0.05518979
-0.11854582,0.09598282,0.070211396,-0.005625896,-0.17431144,-0.0085575,-0.032895774,-0.099413715,-0.0034694374,0.19390474,-0.0007159002,0.22450712,-0.062296472,-0.059142716
-0.053410895,0.057331834,0.07290812,-0.15666115,-0.015475565,0.12962587,0.15260106,-0.14914641,0.16717617,-0.028055413,0.020309042,0.092655815,-0.04935617,-0.04220841
-0.056660518,0.03972405,0.14039837,0.012133021,0.029773042,-0.03383951,0.13752834,-0.14566007,0.023858573,-0.18705791,0.1294785,0.10874491,-0.06489726,0.008027095
0.07218773,-0.007594127,-0.0857898,0.054761067,-0.018011954,0.059543833,0.21396258,-0.07883588,0.059591364,-0.086678065,-0.048854526,0.20704259,-0.07315635,-0.039293654
-0.012000864,0.0035353638,0.054473728,0.052814182,-0.0681049,-0.018906327,0.10924898,-0.124706425,0.1283872,-0.20418346,0.13185492,0.15571328,-0.038744308,-0.077833645
-0.18525712,0.08220856,-0.030489353,0.0075020827,0.026692495,0.09296304,0.28044862,-0.13708964,-0.0036592782,-0.061694488,0.07618834,0.13694984,0.07512011,0.040416963
0.15521193,-0.03075209,-0.1600437,0.05379007,-0.10512606,0.01255534,0.1996899,-0.09411243,0.11217971,-0.09025246,0.0057294145,0.19694412,-0.05239153,-0.0009600874
-0.15222237,0.16756932,0.097291276,-0.18720452,-0.09142325,-0.057589754,0.2757951,-0.018708374,0.14712763,-0.24345292,-0.05868347,0.05497892,-0.0757037,0.002020711
-0.017391777,0.23428942,0.07736633,-0.09070827,-0.046185754,0.07720075,0.16035025,-0.04959017,-0.010849258,0.08712074,-0.0886679,0.08876981,-0.082913294,0.1037347
0.07181988,0.14868836,0.027171114,0.21443777,0.038021486,0.020887373,0.19690281,-0.14313704,-0.03254257,-0.117175445,0.07697816,0.16714184,-0.22360085,0.06402518
0.019676814,0.14454271,-0.044345304,0.060824625,0.014989992,0.059684068,0.32164952,-0.10248283,-0.027044568,-0.10665837,-0.102712214,-0.0036834395,-0.14714605,0.16618565
-0.19377694,0.0053599365,0.08480547,-0.1455686,0.11238801,-0.013517616,0.25668913,-0.098290496,0.08541992,-0.20489404,0.028550304,0.2872972,-0.061947137,0.103952736
-0.08511918,0.13705666,-0.10992801,0.015878584,0.04314026,-0.09215267,0.16993146,-0.18163654,0.07250643,-0.0979079,0.049514893,0.069115385,-0.17540257,0.06878864
0.0013054963,0.107861236,0.0756495,-0.05836953,-0.09446234,0.0052644257,0.08629453,-0.063514255,0.08072199,-0.21952356,-0.0031282045,0.058631506,-0.14132287,0.04165624
0.16471088,0.0039789043,-0.15876207,-0.021148335,0.07699475,0.1823273,0.19249436,0.07179379,0.050175812,-0.0890224,0.13264275,0.15881781,-0.060453586,-0.08658842
-0.008112194,-0.007774718,-0.00037950836,-0.02909819,-0.0886431,0.042796843,0.16618744,-0.14669937,0.1813139,-0.060078427,0.02471767,0.22176291,-0.024363078,0.020343857
-0.032398343,0.05985039,0.06222993,-0.06691633,0.12527569,0.15315509,0.08697042,-0.055949874,-0.014866944,-0.28314796,0.081640616,0.219021,-0.10386559,0.10671443
-0.056862406,-0.032215636,0.0865109,-0.1098351,0.0059156558,0.06368962,0.21453804,-0.16082007,0.028906707,-0.007330589,-0.08689578,0.18295875,-0.09085156,0.12155065
